ID,SPKID,FULL NAME,NAME,NEO,PHA,MAG,DIAMETER
a0000548,2000548,548 Kressida (1904 PC),Kressida,N,N,11.3,14.008
a0000549,2000549,549 Jessonda (1904 PK),Jessonda,N,N,10.9,15.53
a0000550,2000550,550 Senta (1904 PL),Senta,N,N,9.3,37.434
a0000551,2000551,551 Ortrud (1904 PM),Ortrud,N,N,9.7,81.113
a0000552,2000552,552 Sigelinde (1904 PO),Sigelinde,N,N,9.6,88.697
a0000553,2000553,553 Kundry (1904 PP),Kundry,N,N,12.2,9.01
a0000554,2000554,554 Peraga (1905 PS),Peraga,N,N,9.1,95.87
a0000555,2000555,555 Norma (1905 PT),Norma,N,N,10.8,31.04
a0000556,2000556,556 Phyllis (1905 PW),Phyllis,N,N,9.5,36.279
a0000557,2000557,557 Violetta (1905 PY),Violetta,N,N,12.1,22.621
a0000558,2000558,558 Carmen (1905 QB),Carmen,N,N,9.1,54.811
a0000559,2000559,559 Nanon (1905 QD),Nanon,N,N,9.5,79.82
a0000560,2000560,560 Delila (1905 QF),Delila,N,N,11.1,35.334
a0000561,2000561,561 Ingwelde (1905 QG),Ingwelde,N,N,11.2,31.562
a0000562,2000562,562 Salome (1905 QH),Salome,N,N,10,32.651
a0000563,2000563,563 Suleika (1905 QK),Suleika,N,N,8.4,53.29
a0000564,2000564,564 Dudu (1905 QM),Dudu,N,N,10.3,52.01
a0000565,2000565,565 Marbachia (1905 QN),Marbachia,N,N,10.9,27.332
a0000566,2000566,566 Stereoskopia (1905 QO),Stereoskopia,N,N,8.1,167.381
a0000567,2000567,567 Eleutheria (1905 QP),Eleutheria,N,N,9.2,93.41
a0000568,2000568,568 Cheruskia (1905 QS),Cheruskia,N,N,9.6,71.224
a0000569,2000569,569 Misa (1905 QT),Misa,N,N,10.2,72.95
a0000570,2000570,570 Kythera (1905 QX),Kythera,N,N,8.7,87.486
a0000571,2000571,571 Dulcinea (1905 QZ),Dulcinea,N,N,11.7,11.696
a0000572,2000572,572 Rebekka (1905 RB),Rebekka,N,N,10.8,28.903
a0000573,2000573,573 Recha (1905 RC),Recha,N,N,9.4,47.582
a0000574,2000574,574 Reginhild (1905 RD),Reginhild,N,N,12.3,8.456
a0000575,2000575,575 Renate (1905 RE),Renate,N,N,10.8,19.106
a0000576,2000576,576 Emanuela (1905 RF),Emanuela,N,N,9.3,74.378
a0000577,2000577,577 Rhea (1905 RH),Rhea,N,N,9.4,38.234
a0000578,2000578,578 Happelia (1905 RZ),Happelia,N,N,9.4,69.29
a0000579,2000579,579 Sidonia (1905 SD),Sidonia,N,N,7.9,85.57
a0000580,2000580,580 Selene (1905 SE),Selene,N,N,10.2,48.204
a0000581,2000581,581 Tauntonia (1905 SH),Tauntonia,N,N,9.8,61.481
a0000582,2000582,582 Olympia (1906 SO),Olympia,N,N,9,44.347
a0000583,2000583,583 Klotilde (1905 SP),Klotilde,N,N,9.2,78.236
a0000584,2000584,584 Semiramis (1906 SY),Semiramis,N,N,8.5,54.01
a0000585,2000585,585 Bilkis (1906 TA),Bilkis,N,N,10.5,49.761
a0000586,2000586,586 Thekla (1906 TC),Thekla,N,N,9.4,95.203
a0000587,2000587,587 Hypsipyle (1906 TF),Hypsipyle,N,N,11.9,11.022
a0000588,2000588,588 Achilles (1906 TG),Achilles,N,N,8.3,130.099
a0000589,2000589,589 Croatia (1906 TM),Croatia,N,N,9.1,93.617
a0000590,2000590,590 Tomyris (1906 TO),Tomyris,N,N,10,30.577
a0000591,2000591,591 Irmgard (1906 TP),Irmgard,N,N,10.7,51.86
a0000592,2000592,592 Bathseba (1906 TS),Bathseba,N,N,9.6,43.787
a0000593,2000593,593 Titania (1906 TT),Titania,N,N,9.4,70.145
a0000594,2000594,594 Mireille (1906 TW),Mireille,N,N,12.1,9.23
a0000595,2000595,595 Polyxena (1906 TZ),Polyxena,N,N,7.9,90.647
a0000596,2000596,596 Scheila (1906 UA),Scheila,N,N,8.9,159.726
a0000597,2000597,597 Bandusia (1906 UB),Bandusia,N,N,9.2,36.06
a0000598,2000598,598 Octavia (1906 UC),Octavia,N,N,9.7,78.237
a0000599,2000599,599 Luisa (1906 UJ),Luisa,N,N,8.7,70.249
a0000600,2000600,600 Musa (1906 UM),Musa,N,N,10.1,25.115
a0000601,2000601,601 Nerthus (1906 UN),Nerthus,N,N,9.7,75.535
a0000602,2000602,602 Marianna (1906 TE),Marianna,N,N,8.5,110.444
a0000603,2000603,603 Timandra (1906 TJ),Timandra,N,N,11.9,13.73
a0000604,2000604,604 Tekmessa (1906 TK),Tekmessa,N,N,9.5,64.536
a0000605,2000605,605 Juvisia (1906 UU),Juvisia,N,N,10,69.86
a0000606,2000606,606 Brangane (1906 VB),Brangane,N,N,10.3,35.758
a0000607,2000607,607 Jenny (1906 VC),Jenny,N,N,10,67.52
a0000608,2000608,608 Adolfine (1906 VD),Adolfine,N,N,10.9,20.365
a0000609,2000609,609 Fulvia (1906 VF),Fulvia,N,N,10.2,54.17
a0000610,2000610,610 Valeska (1906 VK),Valeska,N,N,12.3,19.153
a0000611,2000611,611 Valeria (1906 VL),Valeria,N,N,9.3,57.468
a0000612,2000612,612 Veronika (1906 VN),Veronika,N,N,10.8,38.767
a0000613,2000613,613 Ginevra (1906 VP),Ginevra,N,N,9.6,81.344
a0000614,2000614,614 Pia (1906 VQ),Pia,N,N,11,29.191
a0000615,2000615,615 Roswitha (1906 VR),Roswitha,N,N,10.3,48.626
a0000616,2000616,616 Elly (1906 VT),Elly,N,N,10.6,21.17
a0000617,2000617,617 Patroclus (1906 VY),Patroclus,N,N,8.2,140.362
a0000618,2000618,618 Elfriede (1906 VZ),Elfriede,N,N,8.2,131.292
a0000619,2000619,619 Triberga (1906 WC),Triberga,N,N,9.9,29.051
a0000620,2000620,620 Drakonia (1906 WE),Drakonia,N,N,10.9,11.385
a0000621,2000621,621 Werdandi (1906 WJ),Werdandi,N,N,11,29.726
a0000622,2000622,622 Esther (1906 WP),Esther,N,N,10.3,21.874
a0000623,2000623,623 Chimaera (1907 XJ),Chimaera,N,N,10.8,44.09
a0000624,2000624,624 Hektor (1907 XM),Hektor,N,N,7.2,225
a0000625,2000625,625 Xenia (1907 XN),Xenia,N,N,9.9,28.287
a0000626,2000626,626 Notburga (1907 XO),Notburga,N,N,9.2,73.236
a0000627,2000627,627 Charis (1907 XS),Charis,N,N,9.9,38.018
a0000628,2000628,628 Christine (1907 XT),Christine,N,N,9.3,48.239
a0000629,2000629,629 Bernardina (1907 XU),Bernardina,N,N,10,35.087
a0000630,2000630,630 Euphemia (1907 XW),Euphemia,N,N,11.1,15.542
a0000631,2000631,631 Philippina (1907 YJ),Philippina,N,N,8.7,50.491
a0000632,2000632,632 Pyrrha (1907 YX),Pyrrha,N,N,11.4,14.419
a0000633,2000633,633 Zelima (1907 ZM),Zelima,N,N,10,33.387
a0000634,2000634,634 Ute (1907 ZN),Ute,N,N,9.7,74.017
a0000635,2000635,635 Vundtia (1907 ZS),Vundtia,N,N,9,94.415
a0000636,2000636,636 Erika (1907 XP),Erika,N,N,9.6,73.147
a0000637,2000637,637 Chrysothemis (1907 YE),Chrysothemis,N,N,11.6,24.194
a0000638,2000638,638 Moira (1907 ZQ),Moira,N,N,10,59.594
a0000639,2000639,639 Latona (1907 ZT),Latona,N,N,8.3,78.509
a0000640,2000640,640 Brambilla (1907 ZW),Brambilla,N,N,9.2,62.667
a0000641,2000641,641 Agnes (1907 ZX),Agnes,N,N,12.4,9.446
a0000642,2000642,642 Clara (1907 ZY),Clara,N,N,10,33.36
a0000643,2000643,643 Scheherezade (1907 ZZ),Scheherezade,N,N,9.8,64.997
a0000644,2000644,644 Cosima (1907 AA),Cosima,N,N,10.7,17.016
a0000645,2000645,645 Agrippina (1907 AG),Agrippina,N,N,9.8,28.916
a0000646,2000646,646 Kastalia (1907 AC),Kastalia,N,N,12.6,8.153
a0000647,2000647,647 Adelgunde (1907 AD),Adelgunde,N,N,11.2,9.725
a0000648,2000648,648 Pippa (1907 AE),Pippa,N,N,9.6,68.27
a0000649,2000649,649 Josefa (1907 AF),Josefa,N,N,12.7,7.726
a0000650,2000650,650 Amalasuntha (1907 AM),Amalasuntha,N,N,12.6,18.609
a0000651,2000651,651 Antikleia (1907 AN),Antikleia,N,N,10.1,31.895
a0000652,2000652,652 Jubilatrix (1907 AU),Jubilatrix,N,N,11,15.595
a0000653,2000653,653 Berenike (1907 BK),Berenike,N,N,9.3,49.793
a0000654,2000654,654 Zelinda (1908 BM),Zelinda,N,N,8.52,160.736
a0000655,2000655,655 Briseis (1907 BF),Briseis,N,N,10,29.057
a0000656,2000656,656 Beagle (1908 BU),Beagle,N,N,10.1,62.604
a0000657,2000657,657 Gunlod (1908 BV),Gunlod,N,N,11.2,39.401
a0000658,2000658,658 Asteria (1908 BW),Asteria,N,N,10.5,21.894
a0000659,2000659,659 Nestor (1908 CS),Nestor,N,N,8.7,112.32
a0000660,2000660,660 Crescentia (1908 CC),Crescentia,N,N,9.1,42.302
a0000661,2000661,661 Cloelia (1908 CL),Cloelia,N,N,9.6,40.081
a0000662,2000662,662 Newtonia (1908 CW),Newtonia,N,N,10.3,22.127
a0000663,2000663,663 Gerlinde (1908 DG),Gerlinde,N,N,9.2,107.795
a0000664,2000664,664 Judith (1908 DH),Judith,N,N,9.9,85.214
a0000665,2000665,665 Sabine (1908 DK),Sabine,N,N,8.7,51.09
a0000666,2000666,666 Desdemona (1908 DM),Desdemona,N,N,10.7,32.741
a0000667,2000667,667 Denise (1908 DN),Denise,N,N,9.4,88.63
a0000668,2000668,668 Dora (1908 DO),Dora,N,N,12,21.517
a0000669,2000669,669 Kypria (1908 DQ),Kypria,N,N,10.1,29.227
a0000670,2000670,670 Ottegebe (1908 DR),Ottegebe,N,N,9.4,35.886
a0000671,2000671,671 Carnegia (1908 DV),Carnegia,N,N,10.2,60.604
a0000672,2000672,672 Astarte (1908 DY),Astarte,N,N,11.5,35.584
a0000673,2000673,673 Edda (1908 EA),Edda,N,N,10,37.622
a0000674,2000674,674 Rachele (1908 EP),Rachele,N,N,7.6,96.171
a0000675,2000675,675 Ludmilla (1908 DU),Ludmilla,N,N,8.1,76
a0000676,2000676,676 Melitta (1909 FN),Melitta,N,N,9.4,78.369
a0000677,2000677,677 Aaltje (1909 FR),Aaltje,N,N,9.6,32.403
a0000678,2000678,678 Fredegundis (1909 FS),Fredegundis,N,N,9.2,39.585
a0000679,2000679,679 Pax (1909 FY),Pax,N,N,9.1,63.909
a0000680,2000680,680 Genoveva (1909 GW),Genoveva,N,N,9.5,83.92
a0000681,2000681,681 Gorgo (1909 GZ),Gorgo,N,N,10.7,20.39
a0000682,2000682,682 Hagar (1909 HA),Hagar,N,N,12.2,"
"
a0000683,2000683,683 Lanzia (1909 HC),Lanzia,N,N,8.7,83.04
a0000684,2000684,684 Hildburg (1909 HD),Hildburg,N,N,10.8,19.04
a0000685,2000685,685 Hermia (1909 HE),Hermia,N,N,12,10.95
a0000686,2000686,686 Gersuind (1909 HF),Gersuind,N,N,9.6,55.258
a0000687,2000687,687 Tinette (1909 HG),Tinette,N,N,11.7,21.533
a0000688,2000688,688 Melanie (1909 HH),Melanie,N,N,10.8,41.614
a0000689,2000689,689 Zita (1909 HJ),Zita,N,N,12.2,15.621
a0000690,2000690,690 Wratislavia (1909 HZ),Wratislavia,N,N,8,134.65
a0000691,2000691,691 Lehigh (1909 JG),Lehigh,N,N,9.3,79.451
a0000692,2000692,692 Hippodamia (1901 HD),Hippodamia,N,N,9,42.771
a0000693,2000693,693 Zerbinetta (1909 HN),Zerbinetta,N,N,9.5,82.114
a0000694,2000694,694 Ekard (1909 JA),Ekard,N,N,9.2,121.891
a0000695,2000695,695 Bella (1909 JB),Bella,N,N,9.1,40.62
a0000696,2000696,696 Leonora (1910 JJ),Leonora,N,N,9.5,81.58
a0000697,2000697,697 Galilea (1910 JO),Galilea,N,N,9.5,80.14
a0000698,2000698,698 Ernestina (1910 JX),Ernestina,N,N,10.9,27.037
a0000699,2000699,699 Hela (1910 KD),Hela,N,N,11.3,"
"
a0000700,2000700,700 Auravictrix (1910 KE),Auravictrix,N,N,11.1,16.421
a0000701,2000701,701 Oriola (1910 KN),Oriola,N,N,9.2,42.943
a0000702,2000702,702 Alauda (1910 KQ),Alauda,N,N,7.3,190.98
a0000703,2000703,703 Noemi (1910 KT),Noemi,N,N,12.5,7.25
a0000704,2000704,704 Interamnia (1910 KU),Interamnia,N,N,6.4,306.313
a0000705,2000705,705 Erminia (1910 KV),Erminia,N,N,8.4,132.261
a0000706,2000706,706 Hirundo (1910 KX),Hirundo,N,N,10.9,30.819
a0000707,2000707,707 Steina (1910 LD),Steina,N,N,12.1,9.003
a0000708,2000708,708 Raphaela (1911 LJ),Raphaela,N,N,10.5,21.43
a0000709,2000709,709 Fringilla (1911 LK),Fringilla,N,N,9.1,95.173
a0000710,2000710,710 Gertrud (1911 LM),Gertrud,N,N,11.1,29.208
a0000711,2000711,711 Marmulla (1911 LN),Marmulla,N,N,11.7,9.026
a0000712,2000712,712 Boliviana (1911 LO),Boliviana,N,N,8.5,124.125
a0000713,2000713,713 Luscinia (1911 LS),Luscinia,N,N,8.9,97.968
a0000714,2000714,714 Ulula (1911 LW),Ulula,N,N,9.1,41.343
a0000715,2000715,715 Transvaalia (1911 LX),Transvaalia,N,N,10,25.458
a0000716,2000716,716 Berkeley (1911 MD),Berkeley,N,N,10.7,19.768
a0000717,2000717,717 Wisibada (1911 MJ),Wisibada,N,N,10.9,27.656
a0000718,2000718,718 Erida (1911 MS),Erida,N,N,9.7,70.911
a0000719,2000719,719 Albert (1911 MT),Albert,Y,N,15.4,"
"
a0000720,2000720,720 Bohlinia (1911 MW),Bohlinia,N,N,9.6,33.73
a0000721,2000721,721 Tabora (1911 MZ),Tabora,N,N,9.3,86.309
a0000722,2000722,722 Frieda (1911 NA),Frieda,N,N,12.3,8.257
a0000723,2000723,723 Hammonia (1911 NB),Hammonia,N,N,9.9,23.456
a0000724,2000724,724 Hapag (1911 NC),Hapag,N,N,13.8,9.492
a0000725,2000725,725 Amanda (1911 ND),Amanda,N,N,11.8,23.687
a0000726,2000726,726 Joella (1911 NM),Joella,N,N,10.5,44.02
a0000727,2000727,727 Nipponia (1912 NT),Nipponia,N,N,9.6,32.17
a0000728,2000728,728 Leonisis (1912 NU),Leonisis,N,N,12.9,5.887
a0000729,2000729,729 Watsonia (1912 OD),Watsonia,N,N,9.4,50.025
a0000730,2000730,730 Athanasia (1912 OK),Athanasia,N,N,13.7,"
"
a0000731,2000731,731 Sorga (1912 OQ),Sorga,N,N,9.7,34.597
a0000732,2000732,732 Tjilaki (1912 OR),Tjilaki,N,N,10.5,29.791
a0000733,2000733,733 Mocia (1912 PF),Mocia,N,N,9.2,98.493
a0000734,2000734,734 Benda (1912 PH),Benda,N,N,9.9,67.318
a0000735,2000735,735 Marghanna (1912 PY),Marghanna,N,N,9.7,67.976
a0000736,2000736,736 Harvard (1912 PZ),Harvard,N,N,11.2,17.111
a0000737,2000737,737 Arequipa (1912 QB),Arequipa,N,N,9,47.804
a0000738,2000738,738 Alagasta (1913 QO),Alagasta,N,N,10,62.79
a0000739,2000739,739 Mandeville (1913 QR),Mandeville,N,N,8.7,104.517
a0000740,2000740,740 Cantabia (1913 QS),Cantabia,N,N,9.2,90.9
a0000741,2000741,741 Botolphia (1913 QT),Botolphia,N,N,10.1,29.64
a0000742,2000742,742 Edisona (1913 QU),Edisona,N,N,9.5,47.087
a0000743,2000743,743 Eugenisis (1913 QV),Eugenisis,N,N,10.3,51.072
a0000744,2000744,744 Aguntina (1913 QW),Aguntina,N,N,10.3,58.636
a0000745,2000745,745 Mauritia (1913 QX),Mauritia,N,N,10.5,24.711
a0000746,2000746,746 Marlu (1913 QY),Marlu,N,N,9.8,74.274
a0000747,2000747,747 Winchester (1913 QZ),Winchester,N,N,7.8,171.71
a0000748,2000748,748 Simeisa (1913 RD),Simeisa,N,N,9,103.714
a0000749,2000749,749 Malzovia (1913 RF),Malzovia,N,N,11.6,11.065
a0000750,2000750,750 Oskar (1913 RG),Oskar,N,N,12.13,22.526
a0000751,2000751,751 Faina (1913 RK),Faina,N,N,8.7,113.699
a0000752,2000752,752 Sulamitis (1913 RL),Sulamitis,N,N,10.3,60.171
a0000753,2000753,753 Tiflis (1913 RM),Tiflis,N,N,10.1,20.922
a0000754,2000754,754 Malabar (1906 UT),Malabar,N,N,9.2,94.522
a0000755,2000755,755 Quintilla (1908 CZ),Quintilla,N,N,9.7,41.21
a0000756,2000756,756 Lilliana (1908 DC),Lilliana,N,N,9.9,64.837
a0000757,2000757,757 Portlandia (1908 EJ),Portlandia,N,N,10.1,32.894
a0000758,2000758,758 Mancunia (1912 PE),Mancunia,N,N,8.4,88.985
a0000759,2000759,759 Vinifera (1913 SJ),Vinifera,N,N,10.5,52.926
a0000760,2000760,760 Massinga (1913 SL),Massinga,N,N,7.9,71.29
a0000761,2000761,761 Brendelia (1913 SO),Brendelia,N,N,10.7,20.763
a0000762,2000762,762 Pulcova (1913 SQ),Pulcova,N,N,7.9,147.343
a0000763,2000763,763 Cupido (1913 ST),Cupido,N,N,12.6,7.005
a0000764,2000764,764 Gedania (1913 SU),Gedania,N,N,9.6,58.28
a0000765,2000765,765 Mattiaca (1913 SV),Mattiaca,N,N,12.3,7.991
a0000766,2000766,766 Moguntia (1913 SW),Moguntia,N,N,9.8,41.044
a0000767,2000767,767 Bondia (1913 SX),Bondia,N,N,10.1,43.039
a0000768,2000768,768 Struveana (1913 SZ),Struveana,N,N,10.2,32.597
a0000769,2000769,769 Tatjana (1913 TA),Tatjana,N,N,9,96.72
a0000770,2000770,770 Bali (1913 TE),Bali,N,N,10.9,16.388
a0000771,2000771,771 Libera (1913 TO),Libera,N,N,10.3,29.322
a0000772,2000772,772 Tanete (1913 TR),Tanete,N,N,8.4,126.473
a0000773,2000773,773 Irmintraud (1913 TV),Irmintraud,N,N,9.1,91.672
a0000774,2000774,774 Armor (1913 TW),Armor,N,N,8.8,50.214
a0000775,2000775,775 Lumiere (1914 TX),Lumiere,N,N,10.3,31.958
a0000776,2000776,776 Berbericia (1914 TY),Berbericia,N,N,7.7,151.711
a0000777,2000777,777 Gutemberga (1914 TZ),Gutemberga,N,N,9.8,71.749
a0000778,2000778,778 Theobalda (1914 UA),Theobalda,N,N,9.7,55.317
a0000779,2000779,779 Nina (1914 UB),Nina,N,N,7.9,80.572
a0000780,2000780,780 Armenia (1914 UC),Armenia,N,N,9,126.263
a0000781,2000781,781 Kartvelia (1914 UF),Kartvelia,N,N,9.5,72.927
a0000782,2000782,782 Montefiore (1914 UK),Montefiore,N,N,11.3,14.158
a0000783,2000783,783 Nora (1914 UL),Nora,N,N,11.1,38.719
a0000784,2000784,784 Pickeringia (1914 UM),Pickeringia,N,N,9.2,75.596
a0000785,2000785,785 Zwetana (1914 UN),Zwetana,N,N,9.5,49.46
a0000786,2000786,786 Bredichina (1914 UO),Bredichina,N,N,8.9,108.309
a0000787,2000787,787 Moskva (1914 UQ),Moskva,N,N,9.7,27.927
a0000788,2000788,788 Hohensteina (1914 UR),Hohensteina,N,N,8.7,111.295
a0000789,2000789,789 Lena (1914 UU),Lena,N,N,11.3,22.483
a0000790,2000790,790 Pretoria (1912 NW),Pretoria,N,N,8.1,170.37
a0000791,2000791,791 Ani (1914 UV),Ani,N,N,9.2,116.865
a0000792,2000792,792 Metcalfia (1907 ZC),Metcalfia,N,N,10.2,61.804
a0000793,2000793,793 Arizona (1907 ZD),Arizona,N,N,10,26.636
a0000794,2000794,794 Irenaea (1914 VB),Irenaea,N,N,11.3,35.703
a0000795,2000795,795 Fini (1914 VE),Fini,N,N,10,85.263
a0000796,2000796,796 Sarita (1914 VH),Sarita,N,N,9.1,43.58
a0000797,2000797,797 Montana (1914 VR),Montana,N,N,10.4,21.197
a0000798,2000798,798 Ruth (1914 VT),Ruth,N,N,9.6,43.19
a0000799,2000799,799 Gudula (1915 WO),Gudula,N,N,10.3,47.185
a0000800,2000800,800 Kressmannia (1915 WP),Kressmannia,N,N,11.4,15.429
a0000801,2000801,801 Helwerthia (1915 WQ),Helwerthia,N,N,11.5,32.404
a0000802,2000802,802 Epyaxa (1915 WR),Epyaxa,N,N,12.8,7.423
a0000803,2000803,803 Picka (1915 WS),Picka,N,N,9.4,46.5
a0000804,2000804,804 Hispania (1915 WT),Hispania,N,N,7.9,137.952
a0000805,2000805,805 Hormuthia (1915 WW),Hormuthia,N,N,9.8,73.095
a0000806,2000806,806 Gyldenia (1915 WX),Gyldenia,N,N,10.1,83.103
a0000807,2000807,807 Ceraskia (1915 WY),Ceraskia,N,N,10.6,21.241
a0000808,2000808,808 Merxia (1901 GY),Merxia,N,N,9.8,30.923
a0000809,2000809,809 Lundia (1915 XP),Lundia,N,N,12.1,9.45
a0000810,2000810,810 Atossa (1915 XQ),Atossa,N,N,12.5,8.104
a0000811,2000811,811 Nauheima (1915 XR),Nauheima,N,N,10.7,16.105
a0000812,2000812,812 Adele (1915 XV),Adele,N,N,11.8,12.356
a0000813,2000813,813 Baumeia (1915 YR),Baumeia,N,N,11.5,11.719
a0000814,2000814,814 Tauris (1916 YT),Tauris,N,N,8.8,102.229
a0000815,2000815,815 Coppelia (1916 YU),Coppelia,N,N,10.8,16.869
a0000816,2000816,816 Juliana (1916 YV),Juliana,N,N,10.5,50.745
a0000817,2000817,817 Annika (1916 YW),Annika,N,N,10.6,22.891
a0000818,2000818,818 Kapteynia (1916 YZ),Kapteynia,N,N,9.3,64.255
a0000819,2000819,819 Barnardiana (1916 ZA),Barnardiana,N,N,11.9,8.917
a0000820,2000820,820 Adriana (1916 ZB),Adriana,N,N,10.4,58.65
a0000821,2000821,821 Fanny (1916 ZC),Fanny,N,N,11.8,28.856
a0000822,2000822,822 Lalage (1916 ZD),Lalage,N,N,12.1,8.243
a0000823,2000823,823 Sisigambis (1916 ZG),Sisigambis,N,N,11.2,14.719
a0000824,2000824,824 Anastasia (1916 ZH),Anastasia,N,N,10.2,32.457
a0000825,2000825,825 Tanina (1916 ZL),Tanina,N,N,11.4,13.423
a0000826,2000826,826 Henrika (1916 ZO),Henrika,N,N,11.6,22.556
a0000827,2000827,827 Wolfiana (1916 ZW),Wolfiana,N,N,13.1,8.488
a0000828,2000828,828 Lindemannia (1916 ZX),Lindemannia,N,N,10.3,47.891
a0000829,2000829,829 Academia (1916 ZY),Academia,N,N,11,42.685
a0000830,2000830,830 Petropolitana (1916 ZZ),Petropolitana,N,N,9.1,41.328
a0000831,2000831,831 Stateira (1916 AA),Stateira,N,N,13,7.218
a0000832,2000832,832 Karin (1916 AB),Karin,N,N,11.2,15.812
a0000833,2000833,833 Monica (1916 AC),Monica,N,N,11.1,21.99
a0000834,2000834,834 Burnhamia (1916 AD),Burnhamia,N,N,9.5,61.278
a0000835,2000835,835 Olivia (1916 AE),Olivia,N,N,11.5,30.418
a0000836,2000836,836 Jole (1916 AF),Jole,N,N,13.2,5.757
a0000837,2000837,837 Schwarzschilda (1916 AG),Schwarzschilda,N,N,12.3,5.968
a0000838,2000838,838 Seraphina (1916 AH),Seraphina,N,N,10.1,58.095
a0000839,2000839,839 Valborg (1916 AJ),Valborg,N,N,10.6,20.39
a0000840,2000840,840 Zenobia (1916 AK),Zenobia,N,N,10.1,27.306
a0000841,2000841,841 Arabella (1916 AL),Arabella,N,N,12.8,7.501
a0000842,2000842,842 Kerstin (1916 AM),Kerstin,N,N,10.6,43.576
a0000843,2000843,843 Nicolaia (1916 AN),Nicolaia,N,N,13.8,"
"
a0000844,2000844,844 Leontina (1916 AP),Leontina,N,N,9.6,42.154
a0000845,2000845,845 Naema (1916 AS),Naema,N,N,10.2,52.677
a0000846,2000846,846 Lipperta (1916 AT),Lipperta,N,N,10.3,52.41
a0000847,2000847,847 Agnia (1915 XX),Agnia,N,N,10.2,24.931
a0000848,2000848,848 Inna (1915 XS),Inna,N,N,11.2,33.027
a0000849,2000849,849 Ara (1912 NY),Ara,N,N,8.2,80.756
a0000850,2000850,850 Altona (1916 S24),Altona,N,N,9.7,80.9
a0000851,2000851,851 Zeissia (1916 S26),Zeissia,N,N,11.5,12.642
a0000852,2000852,852 Wladilena (1916 S27),Wladilena,N,N,10,26.541
a0000853,2000853,853 Nansenia (1916 S28),Nansenia,N,N,11.6,27.593
a0000854,2000854,854 Frostia (1916 S29),Frostia,N,N,12,7.839
a0000855,2000855,855 Newcombia (1916 ZP),Newcombia,N,N,11.7,12.392
a0000856,2000856,856 Backlunda (1916 S30),Backlunda,N,N,10.7,45.449
a0000857,2000857,857 Glasenappia (1916 S33),Glasenappia,N,N,11.6,14.497
a0000858,2000858,858 El Djezair (1916 a),El Djezair,N,N,10.3,22.519
a0000859,2000859,859 Bouzareah (1916 c),Bouzareah,N,N,9.7,65.417
a0000860,2000860,860 Ursina (1917 BD),Ursina,N,N,9.9,34.561
a0000861,2000861,861 Aida (1917 BE),Aida,N,N,9.7,66.85
a0000862,2000862,862 Franzia (1917 BF),Franzia,N,N,9.8,27.033
a0000863,2000863,863 Benkoela (1917 BH),Benkoela,N,N,9.1,38.724
a0000864,2000864,864 Aase (A921 SB),Aase,N,N,12.8,7.249
a0000865,2000865,865 Zubaida (1917 BO),Zubaida,N,N,11.7,17.77
a0000866,2000866,866 Fatme (1917 BQ),Fatme,N,N,9.5,78.061
a0000867,2000867,867 Kovacia (1917 BS),Kovacia,N,N,11.5,24.113
a0000868,2000868,868 Lova (1917 BU),Lova,N,N,10.3,50.692
a0000869,2000869,869 Mellena (1917 BV),Mellena,N,N,11.9,21.193
a0000870,2000870,870 Manto (1917 BX),Manto,N,N,11.7,13.683
a0000871,2000871,871 Amneris (1917 BY),Amneris,N,N,12.6,8.011
a0000872,2000872,872 Holda (1917 BZ),Holda,N,N,10.1,34.431
a0000873,2000873,873 Mechthild (1917 CA),Mechthild,N,N,11.4,34.471
a0000874,2000874,874 Rotraut (1917 CC),Rotraut,N,N,10.1,58.287
a0000875,2000875,875 Nymphe (1917 CF),Nymphe,N,N,11.2,14.107
a0000876,2000876,876 Scott (1917 CH),Scott,N,N,10.9,22.42
a0000877,2000877,877 Walkure (1915 S7),Walkure,N,N,10.9,38.41
a0000878,2000878,878 Mildred (1916 f),Mildred,N,N,14.7,2.529
a0000879,2000879,879 Ricarda (1917 CJ),Ricarda,N,N,11,18.312
a0000880,2000880,880 Herba (1917 CK),Herba,N,N,11.3,32.329
a0000881,2000881,881 Athene (1917 CL),Athene,N,N,11.8,12.153
a0000882,2000882,882 Swetlana (1917 CM),Swetlana,N,N,10.6,42.44
a0000883,2000883,883 Matterania (1917 CP),Matterania,N,N,12.6,7.036
a0000884,2000884,884 Priamus (1917 CQ),Priamus,N,N,8.7,101.093
a0000885,2000885,885 Ulrike (1917 CX),Ulrike,N,N,10.7,30.537
a0000886,2000886,886 Washingtonia (1917 b),Washingtonia,N,N,9.3,86.793
a0000887,2000887,887 Alinda (1918 DB),Alinda,Y,N,13.8,4.2
a0000888,2000888,888 Parysatis (1918 DC),Parysatis,N,N,9.4,44.749
a0000889,2000889,889 Erynia (1918 DG),Erynia,N,N,10.9,16.682
a0000890,2000890,890 Waltraut (1918 DK),Waltraut,N,N,10.5,28.376
a0000891,2000891,891 Gunhild (1918 DQ),Gunhild,N,N,10,55.747
a0000892,2000892,892 Seeligeria (1918 DR),Seeligeria,N,N,9.7,74.481
a0000893,2000893,893 Leopoldina (1918 DS),Leopoldina,N,N,9.6,85.992
a0000894,2000894,894 Erda (1918 DT),Erda,N,N,9.7,28.309
a0000895,2000895,895 Helio (1918 DU),Helio,N,N,8.4,109.568
a0000896,2000896,896 Sphinx (1918 DV),Sphinx,N,N,11.6,11.974
