ID,SPKID,FULL NAME,NAME,NEO,PHA,MAG,DIAMETER
a0000897,2000897,897 Lysistrata (1918 DZ),Lysistrata,N,N,10.3,24.337
a0000898,2000898,898 Hildegard (1918 EA),Hildegard,N,N,11.7,11.693
a0000899,2000899,899 Jokaste (1918 EB),Jokaste,N,N,10.1,31.018
a0000900,2000900,900 Rosalinde (1918 EC),Rosalinde,N,N,11.6,19.618
a0000901,2000901,901 Brunsia (1918 EE),Brunsia,N,N,11.6,13.21
a0000902,2000902,902 Probitas (1918 EJ),Probitas,N,N,12.1,8.552
a0000903,2000903,903 Nealley (1918 EM),Nealley,N,N,10.1,58.065
a0000904,2000904,904 Rockefellia (1918 EO),Rockefellia,N,N,10.4,49.146
a0000905,2000905,905 Universitas (1918 ES),Universitas,N,N,11.6,12.07
a0000906,2000906,906 Repsolda (1918 ET),Repsolda,N,N,9.4,65.752
a0000907,2000907,907 Rhoda (1918 EU),Rhoda,N,N,9.7,82.66
a0000908,2000908,908 Buda (1918 EX),Buda,N,N,10.8,30.749
a0000909,2000909,909 Ulla (1919 FA),Ulla,N,N,8.8,116.44
a0000910,2000910,910 Anneliese (1919 FB),Anneliese,N,N,10.5,48.59
a0000911,2000911,911 Agamemnon (1919 FD),Agamemnon,N,N,7.9,131.038
a0000912,2000912,912 Maritima (1919 FJ),Maritima,N,N,9.3,82.675
a0000913,2000913,913 Otila (1919 FL),Otila,N,N,12,11.636
a0000914,2000914,914 Palisana (1919 FN),Palisana,N,N,9.2,76.19
a0000915,2000915,915 Cosette (1918 b),Cosette,N,N,11.6,11.699
a0000916,2000916,916 America (1915 S1),America,N,N,11.5,33.23
a0000917,2000917,917 Lyka (1915 S4),Lyka,N,N,11.6,34.878
a0000918,2000918,918 Itha (1919 FR),Itha,N,N,10.6,21.561
a0000919,2000919,919 Ilsebill (1918 EQ),Ilsebill,N,N,11.4,33.5
a0000920,2000920,920 Rogeria (1919 FT),Rogeria,N,N,11.3,26.656
a0000921,2000921,921 Jovita (1919 FV),Jovita,N,N,10,55.312
a0000922,2000922,922 Schlutia (1919 FW),Schlutia,N,N,12.1,19.228
a0000923,2000923,923 Herluga (1919 GB),Herluga,N,N,11.5,34.553
a0000924,2000924,924 Toni (1919 GC),Toni,N,N,9.4,85.49
a0000925,2000925,925 Alphonsina (1920 GM),Alphonsina,N,N,8.4,57.505
a0000926,2000926,926 Imhilde (1920 GN),Imhilde,N,N,10.5,48.48
a0000927,2000927,927 Ratisbona (1920 GO),Ratisbona,N,N,9.3,75.892
a0000928,2000928,928 Hildrun (1920 GP),Hildrun,N,N,10,62.817
a0000929,2000929,929 Algunde (1920 GR),Algunde,N,N,11.7,11.443
a0000930,2000930,930 Westphalia (1920 GS),Westphalia,N,N,11.2,34.922
a0000931,2000931,931 Whittemora (1920 GU),Whittemora,N,N,9.3,45.298
a0000932,2000932,932 Hooveria (1920 GV),Hooveria,N,N,10,58.978
a0000933,2000933,933 Susi (1927 CH),Susi,N,N,12.4,21.82
a0000934,2000934,934 Thuringia (1920 HK),Thuringia,N,N,10.1,53.714
a0000935,2000935,935 Clivia (1920 HM),Clivia,N,N,12.8,6.411
a0000936,2000936,936 Kunigunde (1920 HN),Kunigunde,N,N,10.4,43.227
a0000937,2000937,937 Bethgea (1920 HO),Bethgea,N,N,11.8,11.383
a0000938,2000938,938 Chlosinde (1920 HQ),Chlosinde,N,N,11.3,33.466
a0000939,2000939,939 Isberga (1920 HR),Isberga,N,N,12,10.39
a0000940,2000940,940 Kordula (1920 HT),Kordula,N,N,9.2,79.852
a0000941,2000941,941 Murray (1920 HV),Murray,N,N,11.5,18.217
a0000942,2000942,942 Romilda (1920 HW),Romilda,N,N,11,36.772
a0000943,2000943,943 Begonia (1920 HX),Begonia,N,N,9.8,70.572
a0000944,2000944,944 Hidalgo (1920 HZ),Hidalgo,N,N,10.7,38
a0000945,2000945,945 Barcelona (1921 JB),Barcelona,N,N,10,25.618
a0000946,2000946,946 Poesia (1921 JC),Poesia,N,N,10.6,36.21
a0000947,2000947,947 Monterosa (1921 JD),Monterosa,N,N,9.9,26.06
a0000948,2000948,948 Jucunda (1921 JE),Jucunda,N,N,11.4,17.331
a0000949,2000949,949 Hel (1921 JK),Hel,N,N,9.8,63.494
a0000950,2000950,950 Ahrensa (1921 JP),Ahrensa,N,N,11.2,13.704
a0000951,2000951,951 Gaspra (1916 S45),Gaspra,N,N,11.5,12.2
a0000952,2000952,952 Caia (1916 S61),Caia,N,N,9.3,88.692
a0000953,2000953,953 Painleva (1921 JT),Painleva,N,N,10,24.062
a0000954,2000954,954 Li (1921 JU),Li,N,N,10.2,58.771
a0000955,2000955,955 Alstede (1921 JV),Alstede,N,N,10.8,17.33
a0000956,2000956,956 Elisa (1921 JW),Elisa,N,N,12.1,10.474
a0000957,2000957,957 Camelia (1921 JX),Camelia,N,N,9.9,91.548
a0000958,2000958,958 Asplinda (1921 KC),Asplinda,N,N,10.4,45.112
a0000959,2000959,959 Arne (1921 KF),Arne,N,N,10.7,45.176
a0000960,2000960,960 Birgit (1921 KH),Birgit,N,N,12.4,7.506
a0000961,2000961,961 Gunnie (1921 KM),Gunnie,N,N,11.5,36.571
a0000962,2000962,962 Aslog (1921 KP),Aslog,N,N,11.3,"
"
a0000963,2000963,963 Iduberga (1921 KR),Iduberga,N,N,12.2,9.008
a0000964,2000964,964 Subamara (1921 KS),Subamara,N,N,10.8,19.835
a0000965,2000965,965 Angelica (1921 KT),Angelica,N,N,10.2,60.857
a0000966,2000966,966 Muschi (1921 KU),Muschi,N,N,9.9,25.509
a0000967,2000967,967 Helionape (1921 KV),Helionape,N,N,11.8,10.216
a0000968,2000968,968 Petunia (1921 KW),Petunia,N,N,10.2,24.422
a0000969,2000969,969 Leocadia (1921 KZ),Leocadia,N,N,12.8,17.321
a0000970,2000970,970 Primula (1921 LB),Primula,N,N,12.3,9.204
a0000971,2000971,971 Alsatia (1921 LF),Alsatia,N,N,10.1,60.867
a0000972,2000972,972 Cohnia (1922 LK),Cohnia,N,N,9.6,77.827
a0000973,2000973,973 Aralia (1922 LR),Aralia,N,N,10.1,51.609
a0000974,2000974,974 Lioba (1922 LS),Lioba,N,N,10.4,25.001
a0000975,2000975,975 Perseverantia (1922 LT),Perseverantia,N,N,10.5,22.169
a0000976,2000976,976 Benjamina (1922 LU),Benjamina,N,N,9.3,83.195
a0000977,2000977,977 Philippa (1922 LV),Philippa,N,N,9.9,65.471
a0000978,2000978,978 Aidamina (1922 LY),Aidamina,N,N,9.6,92.105
a0000979,2000979,979 Ilsewa (1922 MC),Ilsewa,N,N,9.7,35.741
a0000980,2000980,980 Anacostia (1921 W19),Anacostia,N,N,7.8,74.679
a0000981,2000981,981 Martina (1917 S92),Martina,N,N,10.9,32.545
a0000982,2000982,982 Franklina (1922 MD),Franklina,N,N,9.9,33.227
a0000983,2000983,983 Gunila (1922 ME),Gunila,N,N,9.4,73.87
a0000984,2000984,984 Gretia (1922 MH),Gretia,N,N,9.5,32.449
a0000985,2000985,985 Rosina (1922 MO),Rosina,N,N,12.7,"
"
a0000986,2000986,986 Amelia (1922 MQ),Amelia,N,N,9.4,48.677
a0000987,2000987,987 Wallia (1922 MR),Wallia,N,N,9.5,52.651
a0000988,2000988,988 Appella (1922 MT),Appella,N,N,11.6,20.431
a0000989,2000989,989 Schwassmannia (1922 MW),Schwassmannia,N,N,11.8,12.63
a0000990,2000990,990 Yerkes (1922 MZ),Yerkes,N,N,11.8,21.428
a0000991,2000991,991 McDonalda (1922 NB),McDonalda,N,N,11.2,38.556
a0000992,2000992,992 Swasey (1922 ND),Swasey,N,N,10.6,27.585
a0000993,2000993,993 Moultona (1923 NJ),Moultona,N,N,11.4,12.433
a0000994,2000994,994 Otthild (1923 NL),Otthild,N,N,10.2,20.786
a0000995,2000995,995 Sternberga (1923 NP),Sternberga,N,N,10.2,20.222
a0000996,2000996,996 Hilaritas (1923 NM),Hilaritas,N,N,11.2,29.128
a0000997,2000997,997 Priska (1923 NR),Priska,N,N,12.6,20.391
a0000998,2000998,998 Bodea (1923 NU),Bodea,N,N,11.5,31.761
a0000999,2000999,999 Zachia (1923 NW),Zachia,N,N,10.9,16.848
a0001000,2001000,1000 Piazzia (1923 NZ),Piazzia,N,N,10.6,47.78
