ID,Name,BST_Depth,AVL_Depth,Splay_Depth
2000278,278,9,4
2000279,279,10,2
2000280,280,7,4
2000281,281,10,2
2000282,282,9,3
2000283,283,10,2
2000284,284,8,6
2000285,285,10,3
2000286,286,9,4
2000287,287,10,2
2000288,288,5,4
2000289,289,10,2
2000290,290,9,3
2000291,291,10,2
2000292,292,8,5
2000293,293,10,3
2000294,294,9,4
2000295,295,10,2
2000296,296,7,4
2000297,297,10,2
2000298,298,9,3
2000299,299,10,2
2000300,300,8,7
2000301,301,10,4
2000302,302,9,4
2000303,303,10,2
2000304,304,6,4
2000305,305,10,2
2000306,306,9,3
2000307,307,10,2
2000308,308,8,6
2000309,309,10,3
2000310,310,9,4
2000311,311,10,2
2000312,312,7,4
2000313,313,10,2
2000314,314,9,3
2000315,315,10,2
2000316,316,8,6
2000317,317,10,3
2000318,318,9,4
2000319,319,10,2
2000320,320,4,4
2000321,321,10,2
2000322,322,9,3
2000323,323,10,2
2000324,324,8,5
2000325,325,10,3
2000326,326,9,4
2000327,327,10,2
2000328,328,7,4
2000329,329,10,2
2000330,330,9,3
2000331,331,10,2
2000332,332,8,10
2000333,333,10,5
2000334,334,9,5
2000335,335,10,3
2000336,336,6,5
2000337,337,10,3
2000338,338,9,4
2000339,339,10,2
2000340,340,8,7
2000341,341,10,4
2000342,342,9,4
2000343,343,10,2
2000344,344,7,4
2000345,345,10,2
2000346,346,9,3
2000347,347,10,2
2000348,348,8,7
2000349,349,10,4
2000350,350,9,4
2000351,351,10,2
2000352,352,5,4
2000353,353,10,2
2000354,354,9,3
2000355,355,10,2
2000356,356,8,6
2000357,357,10,3
2000358,358,9,4
2000359,359,10,2
2000360,360,7,4
2000361,361,10,2
2000362,362,9,3
2000363,363,10,2
2000364,364,8,8
2000365,365,10,4
2000366,366,9,4
2000367,367,10,2
2000368,368,6,4
2000369,369,10,2
2000370,370,9,3
2000371,371,10,2
2000372,372,8,6
2000373,373,10,3
2000374,374,9,4
2000375,375,10,2
2000376,376,7,4
2000377,377,10,2
2000378,378,9,3
2000379,379,10,2
2000380,380,8,6
2000381,381,10,3
2000382,382,9,4
2000383,383,10,2
2000384,384,3,4
2000385,385,10,2
2000386,386,9,3
2000387,387,10,2
2000388,388,8,5
2000389,389,10,3
2000390,390,9,4
2000391,391,10,2
2000392,392,7,4
2000393,393,10,2
2000394,394,9,3
2000395,395,10,2
2000396,396,8,8
2000397,397,10,4
2000398,398,9,4
2000399,399,10,2
2000400,400,6,4
2000401,401,10,2
2000402,402,9,3
2000403,403,10,2
2000404,404,8,6
2000405,405,10,3
2000406,406,9,4
2000407,407,10,2
2000408,408,7,4
2000409,409,10,2
2000410,410,9,3
2000411,411,10,2
2000412,412,8,6
2000413,413,10,3
2000414,414,9,4
2000415,415,10,2
2000416,416,5,4
2000417,417,10,2
2000418,418,9,3
2000419,419,10,2
2000420,420,8,5
2000421,421,10,3
2000422,422,9,4
2000423,423,10,2
2000424,424,7,4
2000425,425,10,2
2000426,426,9,3
2000427,427,10,2
2000428,428,8,7
2000429,429,10,4
2000430,430,9,4
2000431,431,10,2
2000432,432,6,4
2000433,433,10,2
2000434,434,9,3
2000435,435,10,2
2000436,436,8,6
2000437,437,10,3
2000438,438,9,4
2000439,439,10,2
2000440,440,7,4
2000441,441,10,2
2000442,442,9,3
2000443,443,10,2
2000444,444,8,6
2000445,445,10,3
2000446,446,9,4
2000447,447,10,2
2000448,448,4,4
2000449,449,10,2
2000450,450,9,3
2000451,451,10,2
2000452,452,8,5
2000453,453,10,3
2000454,454,9,4
2000455,455,10,2
2000456,456,7,4
2000457,457,10,2
2000458,458,9,3
2000459,459,10,2
2000460,460,8,9
2000461,461,10,5
2000462,462,9,5
2000463,463,10,3
2000464,464,6,5
2000465,465,10,3
2000466,466,9,4
2000467,467,10,2
2000468,468,8,7
2000469,469,10,4
2000470,470,9,4
2000471,471,10,2
2000472,472,7,4
2000473,473,10,2
2000474,474,9,3
2000475,475,10,2
2000476,476,8,7
2000477,477,10,4
2000478,478,9,4
2000479,479,10,2
2000480,480,5,4
2000481,481,10,2
2000482,482,9,3
2000483,483,10,2
2000484,484,8,6
2000485,485,10,3
2000486,486,9,4
2000487,487,10,2
2000488,488,7,4
2000489,489,10,2
2000490,490,9,3
2000491,491,10,2
2000492,492,8,8
2000493,493,10,4
2000494,494,9,4
2000495,495,10,2
2000496,496,6,4
2000497,497,10,2
2000498,498,9,3
2000499,499,10,2
2000500,500,8,6
2000501,501,10,3
2000502,502,9,4
2000503,503,10,2
2000504,504,7,4
2000505,505,10,2
2000506,506,9,3
2000507,507,10,2
2000508,508,8,6
2000509,509,10,3
2000510,510,9,4
2000511,511,10,2
2000512,512,2,4
2000513,513,9,2
2000514,514,8,3
2000515,515,9,2
2000516,516,7,5
2000517,517,9,3
2000518,518,8,4
2000519,519,9,2
2000520,520,6,4
2000521,521,9,2
2000522,522,8,3
2000523,523,9,2
2000524,524,7,8
2000525,525,9,4
2000526,526,8,4
2000527,527,9,2
2000528,528,5,4
2000529,529,9,2
2000530,530,8,3
2000531,531,9,2
2000532,532,7,6
2000533,533,9,3
2000534,534,8,4
2000535,535,9,2
2000536,536,6,4
2000537,537,9,2
2000538,538,8,3
2000539,539,9,2
2000540,540,7,6
2000541,541,9,3
2000542,542,8,4
2000543,543,9,2
2000544,544,4,4
2000545,545,9,2
2000546,546,8,3
2000547,547,9,2
2000548,548,7,5
2000549,549,9,3
2000550,550,8,4
2000551,551,9,2
2000552,552,6,4
2000553,553,9,2
2000554,554,8,3
2000555,555,9,2
2000556,556,7,7
2000557,557,9,4
2000558,558,8,4
2000559,559,9,2
2000560,560,5,4
2000561,561,9,2
2000562,562,8,3
2000563,563,9,2
2000564,564,7,6
2000565,565,9,3
2000566,566,8,4
2000567,567,9,2
2000568,568,6,4
2000569,569,9,2
2000570,570,8,3
2000571,571,9,2
2000572,572,7,6
2000573,573,9,3
2000574,574,8,4
2000575,575,9,2
2000576,576,3,4
2000577,577,10,2
2000578,578,9,3
2000579,579,10,2
2000580,580,8,5
2000581,581,10,3
2000582,582,9,4
2000583,583,10,2
2000584,584,7,4
2000585,585,10,2
2000586,586,9,3
2000587,587,10,2
2000588,588,8,8
2000589,589,10,4
2000590,590,9,4
2000591,591,10,2
2000592,592,6,4
2000593,593,10,2
2000594,594,9,3
2000595,595,10,2
2000596,596,8,6
2000597,597,10,3
2000598,598,9,4
2000599,599,10,2
2000600,600,7,4
2000601,601,10,2
2000602,602,9,3
2000603,603,10,2
2000604,604,8,6
2000605,605,10,3
2000606,606,9,4
2000607,607,10,2
2000608,608,5,4
2000609,609,10,2
2000610,610,9,3
2000611,611,10,2
2000612,612,8,5
2000613,613,10,3
2000614,614,9,4
2000615,615,10,2
2000616,616,7,4
2000617,617,10,2
2000618,618,9,3
2000619,619,10,2
2000620,620,8,7
2000621,621,10,4
2000622,622,9,4
2000623,623,10,2
2000624,624,6,4
2000625,625,10,2
2000626,626,9,3
2000627,627,10,2
2000628,628,8,6
2000629,629,10,3
2000630,630,9,4
2000631,631,10,2
2000632,632,7,4
2000633,633,10,2
2000634,634,9,3
2000635,635,10,2
2000636,636,8,6
2000637,637,10,3
2000638,638,9,4
2000639,639,10,2
2000640,640,4,4
2000641,641,9,2
2000642,642,8,3
2000643,643,9,2
2000644,644,7,5
2000645,645,9,3
2000646,646,8,4
2000647,647,9,2
2000648,648,6,4
2000649,649,9,2
2000650,650,8,3
2000651,651,9,2
2000652,652,7,6
2000653,653,9,3
2000654,654,8,4
2000655,655,9,2
2000656,656,5,4
2000657,657,10,2
2000658,658,9,3
2000659,659,10,2
2000660,660,8,5
2000661,661,10,3
2000662,662,9,4
2000663,663,10,2
2000664,664,7,4
2000665,665,10,2
2000666,666,9,3
2000667,667,10,2
2000668,668,8,5
2000669,669,10,3
2000670,670,9,4
2000671,671,10,2
2000672,672,6,4
2000673,673,9,2
2000674,674,8,3
2000675,675,9,2
2000676,676,7,4
2000677,677,10,2
2000678,678,9,3
2000679,679,10,2
2000680,680,8,3
2000681,681,9,2
2000682,682,10,2
0,2,10,683
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
0,2,10,1
